Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Date,Year
1999-01-22 00:00:00-05:00,0.04012525159527325,0.044782531466442996,0.035587202380111406,0.037617769092321396,2714688000,0.0,0.0,1999-01-22 00:00:00-05:00,1999
1999-01-25 00:00:00-05:00,0.040603065822024734,0.042035650620904134,0.03761774996851202,0.04155873507261276,510480000,0.0,0.0,1999-01-25 00:00:00-05:00,1999
1999-01-26 00:00:00-05:00,0.04203567863033881,0.042872117842873,0.037737002292381326,0.03833406791090965,343200000,0.0,0.0,1999-01-26 00:00:00-05:00,1999
1999-01-27 00:00:00-05:00,0.03845327545394346,0.03940894485134262,0.03630348226501093,0.03821481764316559,244368000,0.0,0.0,1999-01-27 00:00:00-05:00,1999
1999-01-28 00:00:00-05:00,0.038214815849029825,0.03845327364861242,0.037856211780877,0.038094669580459595,227520000,0.0,0.0,1999-01-28 00:00:00-05:00,1999
1999-01-29 00:00:00-05:00,0.038094668178367624,0.038214814442515815,0.036303479224443436,0.036303479224443436,244032000,0.0,0.0,1999-01-29 00:00:00-05:00,1999
1999-02-01 00:00:00-05:00,0.03630348621640414,0.037259152301177545,0.03630348621640414,0.037020694464445114,154704000,0.0,0.0,1999-02-01 00:00:00-05:00,1999
1999-02-02 00:00:00-05:00,0.036303498183624223,0.03725916458342705,0.03307971923049666,0.03415461629629135,264096000,0.0,0.0,1999-02-02 00:00:00-05:00,1999
1999-02-03 00:00:00-05:00,0.0336767798012809,0.03534873877623976,0.03343740284396023,0.03487090393900871,75120000,0.0,0.0,1999-02-03 00:00:00-05:00,1999
1999-02-04 00:00:00-05:00,0.035348744311635906,0.03773699979436697,0.034870909399578855,0.03678133338689804,181920000,0.0,0.0,1999-02-04 00:00:00-05:00,1999
1999-02-05 00:00:00-05:00,0.03737837904735371,0.03821481783524633,0.03642362872229948,0.03785621374845505,136848000,0.0,0.0,1999-02-05 00:00:00-05:00,1999
1999-02-08 00:00:00-05:00,0.038094655279228874,0.03821480150269464,0.03654284030199051,0.03654284030199051,154080000,0.0,0.0,1999-02-08 00:00:00-05:00,1999
1999-02-09 00:00:00-05:00,0.03725914138841681,0.03749760257195081,0.03463151398438574,0.035109348595142365,86976000,0.0,0.0,1999-02-09 00:00:00-05:00,1999
1999-02-10 00:00:00-05:00,0.035109353253249556,0.03606501918491204,0.03415459956539672,0.034751664847135544,148224000,0.0,0.0,1999-02-10 00:00:00-05:00,1999
1999-02-11 00:00:00-05:00,0.03487090682513298,0.03916958256117584,0.03487090682513298,0.03773699700832367,132240000,0.0,0.0,1999-02-11 00:00:00-05:00,1999
1999-02-12 00:00:00-05:00,0.0382148252922244,0.04012524539226754,0.0382148252922244,0.03988678753376007,109728000,0.0,0.0,1999-02-12 00:00:00-05:00,1999
1999-02-16 00:00:00-05:00,0.0406030819056278,0.04227504421794954,0.03606502978323546,0.040125247091054916,211008000,0.0,0.0,1999-02-16 00:00:00-05:00,1999
1999-02-17 00:00:00-05:00,0.03916957658608636,0.03964741138997496,0.03725915644787808,0.03797544911503792,67728000,0.0,0.0,1999-02-17 00:00:00-05:00,1999
1999-02-18 00:00:00-05:00,0.03916957078045983,0.03964740551352484,0.037497612169981175,0.038572508841753006,70704000,0.0,0.0,1999-02-18 00:00:00-05:00,1999
